Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.45064E-4,46.019832887,0.618194845,0.069492703,0.369863014,0.347222222
3.47614E-4,46.262313139,0.620901116,0.068797776,0.383561644,0.347222222
3.50053E-4,46.506939626,0.623472736,0.068102849,0.383561644,0.347222222
3.50694E-4,46.752307156,0.624145075,0.067407922,0.383561644,0.347222222
3.53243E-4,47.0339152,0.626809673,0.06661372,0.383561644,0.347222222
3.55337E-4,47.281967051,0.628983564,0.065918793,0.383561644,0.347222222
3.59402E-4,47.532202911,0.633167777,0.065223866,0.383561644,0.361111111
3.6223E-4,47.785040209,0.636051099,0.064528939,0.383561644,0.375
3.64042E-4,48.003088419,0.637887452,0.063933287,0.383561644,0.375
3.66865E-4,48.259114807,0.64072774,0.06323836,0.383561644,0.375
3.69674E-4,48.516950564,0.643533473,0.062543433,0.397260274,0.375
3.72091E-4,48.776783843,0.645929056,0.061848506,0.410958904,0.375
3.74144E-4,49.000633239,0.647951907,0.061252854,0.410958904,0.375
3.76427E-4,49.263330398,0.650187407,0.060557927,0.410958904,0.375
3.79582E-4,49.52836648,0.653253534,0.059863,0.410958904,0.375
3.83017E-4,49.757190004,0.656561068,0.059267348,0.410958904,0.375
3.84988E-4,50.026255123,0.658444657,0.058572421,0.410958904,0.375
3.87164E-4,50.258027124,0.660512291,0.05797677,0.410958904,0.388888889
3.88552E-4,50.529617591,0.661824045,0.057281843,0.410958904,0.402777778
3.91065E-4,50.763827186,0.664187144,0.056686191,0.410958904,0.416666667
3.93617E-4,51.038498161,0.666570533,0.055991264,0.410958904,0.416666667
3.945E-4,51.27498817,0.667390601,0.055395612,0.424657534,0.416666667
3.96759E-4,51.512380813,0.6694808,0.05479996,0.424657534,0.416666667
3.99128E-4,51.751165538,0.671658296,0.054204309,0.424657534,0.416666667
4.01868E-4,52.031594987,0.674159293,0.053509382,0.424657534,0.416666667
4.04611E-4,52.273908085,0.676643425,0.05291373,0.424657534,0.416666667
4.06573E-4,52.517494157,0.678409238,0.052318078,0.424657534,0.416666667
4.08816E-4,52.762119934,0.680415233,0.051722426,0.424657534,0.416666667
4.10886E-4,53.008102322,0.682256211,0.051126775,0.424657534,0.416666667
4.13355E-4,53.255316367,0.684437324,0.050531123,0.424657534,0.416666667
4.15814E-4,53.504345707,0.686595688,0.049935471,0.424657534,0.430555556
4.21049E-4,53.755979676,0.69114049,0.049339819,0.424657534,0.430555556
4.22728E-4,54.009100159,0.692583744,0.048744168,0.424657534,0.430555556
4.24118E-4,54.263212115,0.693773752,0.048148516,0.424657534,0.430555556
4.25601E-4,54.518094549,0.695038447,0.047552864,0.424657534,0.430555556
4.27379E-4,54.77414774,0.696547581,0.046957212,0.438356164,0.430555556
4.30255E-4,55.031458189,0.698973096,0.046361561,0.438356164,0.430555556
4.33602E-4,55.290984402,0.701771649,0.045765909,0.438356164,0.430555556
4.35255E-4,55.508383802,0.703143952,0.045269532,0.452054795,0.430555556
4.39502E-4,55.771114228,0.706641099,0.044673881,0.452054795,0.430555556
4.43201E-4,56.036118407,0.709653269,0.044078229,0.452054795,0.430555556
4.4754E-4,56.25897463,0.713147161,0.043581852,0.452054795,0.430555556
4.51793E-4,56.529449213,0.716531151,0.042986201,0.452054795,0.430555556
4.55666E-4,56.756791853,0.719578474,0.042489824,0.465753425,0.430555556
4.59501E-4,57.031572241,0.722563167,0.041894173,0.465753425,0.430555556
4.62907E-4,57.26285953,0.725187357,0.041397796,0.479452055,0.430555556
4.64975E-4,57.541415393,0.726768645,0.040802144,0.479452055,0.430555556
4.68675E-4,57.775232283,0.7295747,0.040305768,0.479452055,0.444444444
4.70396E-4,58.010163666,0.730870464,0.039809391,0.479452055,0.458333333
4.74968E-4,58.294313976,0.734281927,0.03921374,0.506849315,0.458333333
4.77006E-4,58.532613966,0.735788801,0.038717363,0.506849315,0.458333333
4.79642E-4,58.771951603,0.737724979,0.038220987,0.506849315,0.458333333
4.83277E-4,59.012825358,0.740371796,0.03772461,0.506849315,0.458333333
4.8475E-4,59.254940214,0.741436739,0.037228234,0.520547945,0.458333333
4.87713E-4,59.514834945,0.743565638,0.036632582,0.534246575,0.458333333
4.92363E-4,59.792653138,0.746871279,0.036136206,0.534246575,0.486111111
4.95239E-4,60.039837129,0.748894779,0.035639829,0.534246575,0.486111111
5.03748E-4,60.289876579,0.754786344,0.035143453,0.547945205,0.513888889
5.05874E-4,60.542404427,0.756236864,0.034647076,0.547945205,0.513888889
5.09464E-4,60.796307455,0.758666109,0.0341507,0.547945205,0.513888889
5.11775E-4,61.000633448,0.760217671,0.033753599,0.547945205,0.541666667
5.14977E-4,61.257429684,0.762350671,0.033257222,0.547945205,0.541666667
5.18948E-4,61.516050986,0.76496897,0.032760846,0.547945205,0.541666667
5.26292E-4,61.778269056,0.76973627,0.032264469,0.561643836,0.541666667
5.28257E-4,62.041919063,0.770995487,0.031768093,0.575342466,0.555555556
5.32847E-4,62.254835078,0.77390947,0.031370992,0.575342466,0.555555556
5.38596E-4,62.522778418,0.777507987,0.030874615,0.575342466,0.569444444
5.42975E-4,62.793357708,0.780209757,0.030378239,0.575342466,0.583333333
5.4686E-4,63.011544726,0.782579573,0.029981138,0.575342466,0.583333333
5.50733E-4,63.285761811,0.784916427,0.029484761,0.575342466,0.597222222
5.53367E-4,63.506796769,0.786491634,0.02908766,0.589041096,0.597222222
5.58727E-4,63.784949627,0.789660762,0.028591284,0.589041096,0.597222222
5.65101E-4,64.003188793,0.793368925,0.028194182,0.589041096,0.597222222
5.68917E-4,64.293437593,0.795557677,0.027697806,0.589041096,0.611111111
5.72034E-4,64.521905823,0.797327759,0.027300705,0.589041096,0.611111111
5.74641E-4,64.751498506,0.79879716,0.026903604,0.589041096,0.611111111
5.7803E-4,65.039964835,0.800690654,0.026407227,0.589041096,0.611111111
5.83253E-4,65.27286418,0.803574488,0.026010126,0.616438356,0.611111111
5.91306E-4,65.507210605,0.807938868,0.025613025,0.616438356,0.611111111
5.98247E-4,65.781683275,0.811622873,0.025116648,0.616438356,0.611111111
6.04496E-4,66.046326908,0.814879073,0.024719547,0.616438356,0.625
6.06472E-4,66.288590875,0.815896769,0.024322446,0.616438356,0.625
6.108E-4,66.532398372,0.818106811,0.023925345,0.616438356,0.625
6.13419E-4,66.777203257,0.819431428,0.023528244,0.630136986,0.625
6.18216E-4,67.023267249,0.82183229,0.023131143,0.630136986,0.625
6.25795E-4,67.272010542,0.825560716,0.022734041,0.630136986,0.625
6.32926E-4,67.524733969,0.828997238,0.02233694,0.630136986,0.625
6.39904E-4,67.779518024,0.832294299,0.021939839,0.630136986,0.625
6.46147E-4,68.036837537,0.835190621,0.021542738,0.630136986,0.625
6.56727E-4,68.297919418,0.839985167,0.021145637,0.630136986,0.625
6.59512E-4,68.561133393,0.841223458,0.020748536,0.643835616,0.625
6.64721E-4,68.760042047,0.843514797,0.02045071,0.643835616,0.625
6.7952E-4,69.030169814,0.849845196,0.020053609,0.643835616,0.625
6.91099E-4,69.304370268,0.854619142,0.019656507,0.643835616,0.625
6.95179E-4,69.512862519,0.856264687,0.019358682,0.643835616,0.625
7.04712E-4,69.792293911,0.860037609,0.01896158,0.643835616,0.638888889
7.12722E-4,70.005751593,0.863131325,0.018663755,0.643835616,0.652777778
7.18224E-4,70.292470475,0.86521637,0.018266653,0.643835616,0.652777778
7.20679E-4,70.508495966,0.866136637,0.017968828,0.643835616,0.652777778
7.29939E-4,70.771408897,0.869551067,0.017571726,0.643835616,0.652777778
7.40238E-4,71.020536507,0.873246575,0.017273901,0.643835616,0.666666667
7.6472E-4,71.321034403,0.881616426,0.016876799,0.643835616,0.666666667
8.07142E-4,71.557597297,0.894832008,0.016578973,0.643835616,0.666666667
8.12844E-4,71.801091277,0.896491993,0.016281148,0.643835616,0.666666667
8.20228E-4,72.046185895,0.898602971,0.015983322,0.657534247,0.666666667
8.23548E-4,72.292987929,0.89953794,0.015685496,0.657534247,0.666666667
8.42841E-4,72.543860049,0.904803063,0.01538767,0.657534247,0.666666667
8.54613E-4,72.79960006,0.907879435,0.015089844,0.657534247,0.666666667
8.71728E-4,73.058886385,0.912175199,0.014792018,0.657534247,0.666666667
8.7919E-4,73.322515963,0.913985104,0.014494192,0.657534247,0.666666667
8.99123E-4,73.58979127,0.918638443,0.014196367,0.657534247,0.666666667
9.09297E-4,73.771443295,0.920915764,0.013997816,0.671232877,0.666666667
9.29972E-4,74.048443232,0.92534909,0.01369999,0.671232877,0.694444444
9.46277E-4,74.32967645,0.928669424,0.013402164,0.671232877,0.694444444
9.62989E-4,74.521263255,0.931919274,0.013203614,0.671232877,0.708333333
9.86639E-4,74.816505362,0.936267029,0.012905788,0.671232877,0.722222222
9.9796E-4,75.015833121,0.938248874,0.012707237,0.671232877,0.722222222
1.02735E-3,75.319769672,0.943110939,0.012409411,0.671232877,0.722222222
1.03763E-3,75.526459573,0.944719111,0.012210861,0.671232877,0.722222222
1.04354E-3,75.839149646,0.945623109,0.011913035,0.698630137,0.722222222
1.04829E-3,76.048728971,0.946340036,0.011714484,0.698630137,0.736111111
1.05631E-3,76.259583997,0.947527361,0.011515934,0.698630137,0.75
1.07882E-3,76.58070711,0.950721087,0.011218108,0.712328767,0.75
1.09277E-3,76.79878752,0.952602973,0.011019557,0.712328767,0.763888889
1.10324E-3,77.019409312,0.953967925,0.010821007,0.712328767,0.763888889
1.1238E-3,77.356042883,0.956533972,0.010523181,0.712328767,0.763888889
1.12851E-3,77.581511114,0.957101409,0.01032463,0.712328767,0.763888889
1.12983E-3,77.80737999,0.957258905,0.01012608,0.726027397,0.763888889
1.1699E-3,78.024212274,0.961780244,0.009927529,0.726027397,0.763888889
1.17481E-3,78.275120064,0.962300798,0.009728978,0.726027397,0.777777778
1.18603E-3,78.511931808,0.963463041,0.009530428,0.726027397,0.777777778
1.19541E-3,78.750342894,0.964406389,0.009331877,0.726027397,0.777777778
1.21887E-3,79.114437259,0.966661447,0.009034051,0.739726027,0.777777778
1.22933E-3,79.359623408,0.967620894,0.008835501,0.739726027,0.777777778
1.26417E-3,79.610246267,0.970620084,0.00863695,0.739726027,0.777777778
1.27371E-3,79.864406152,0.971392281,0.0084384,0.739726027,0.777777778
1.3023E-3,80.124307812,0.97358579,0.008239849,0.739726027,0.791666667
1.31535E-3,80.255843102,0.974530513,0.008140574,0.739726027,0.791666667
1.3401E-3,80.509759583,0.976229932,0.007942023,0.739726027,0.791666667
1.35835E-3,80.755168854,0.977409879,0.007743473,0.739726027,0.805555556
1.39298E-3,81.070245105,0.979490987,0.007544922,0.739726027,0.819444444
1.41187E-3,81.251752265,0.980543875,0.007346371,0.739726027,0.819444444
1.44009E-3,81.642017074,0.982017279,0.007147821,0.739726027,0.847222222
1.44678E-3,81.786694906,0.982349567,0.007048546,0.739726027,0.847222222
1.45959E-3,82.078069686,0.982969229,0.006849995,0.739726027,0.847222222
1.47176E-3,82.371361666,0.98353781,0.006651444,0.739726027,0.847222222
1.47297E-3,82.518659147,0.983593734,0.006552169,0.739726027,0.847222222
1.50791E-3,82.818849935,0.985117647,0.006353619,0.739726027,0.847222222
1.51578E-3,83.121679802,0.985440679,0.006155068,0.739726027,0.847222222
1.53733E-3,83.275412605,0.986290399,0.006055793,0.739726027,0.847222222
1.54836E-3,83.584242701,0.986706151,0.005857242,0.753424658,0.847222222
1.57498E-3,83.898003463,0.987657728,0.005658692,0.753424658,0.847222222
1.57824E-3,84.055827734,0.987769525,0.005559416,0.753424658,0.847222222
1.65574E-3,84.379336583,0.990147999,0.005360866,0.753424658,0.847222222
1.68253E-3,84.54758915,0.990857385,0.00526159,0.753424658,0.847222222
1.71737E-3,84.889286432,0.991704563,0.00506304,0.753424658,0.847222222
1.77346E-3,85.066632267,0.992906251,0.004963765,0.753424658,0.847222222
1.79317E-3,85.423995857,0.993285856,0.004765214,0.753424658,0.847222222
1.85848E-3,85.609843553,0.994404383,0.004665939,0.753424658,0.847222222
1.86723E-3,85.796566161,0.994539335,0.004566663,0.753424658,0.847222222
1.90474E-3,86.176097443,0.995082065,0.004368113,0.753424658,0.861111111
1.91249E-3,86.367346143,0.995187207,0.004268837,0.753424658,0.861111111
1.93765E-3,86.561111315,0.99551356,0.004169562,0.753424658,0.861111111
1.95309E-3,86.756420243,0.995702714,0.004070287,0.753424658,0.861111111
2.00574E-3,87.153481991,0.996289827,0.003871736,0.767123288,0.875
2.04489E-3,87.357971268,0.996673831,0.003772461,0.767123288,0.875
2.0879E-3,87.566760864,0.997049933,0.003673186,0.780821918,0.888888889
2.10711E-3,87.777472072,0.997203948,0.00357391,0.780821918,0.888888889
2.13292E-3,88.20377875,0.997398206,0.00337536,0.794520548,0.888888889
2.14488E-3,88.418267215,0.997483648,0.003276085,0.794520548,0.888888889
2.20828E-3,88.6390953,0.997891633,0.003176809,0.794520548,0.888888889
2.21577E-3,88.860672705,0.997935258,0.003077534,0.808219178,0.888888889
2.35056E-3,89.095728209,0.998582462,0.002978259,0.821917808,0.916666667
2.40311E-3,89.336039663,0.99877583,0.002878983,0.821917808,0.930555556
2.42091E-3,89.578130669,0.998835133,0.002779708,0.821917808,0.930555556
2.54058E-3,89.832188653,0.999165824,0.002680433,0.821917808,0.972222222
2.62307E-3,90.094495293,0.999337329,0.002581158,0.821917808,0.972222222
2.66497E-3,90.344727274,0.999410451,0.002481882,0.821917808,0.972222222
2.71154E-3,90.632422832,0.99948229,0.002382607,0.835616438,0.986111111
2.84813E-3,90.917235443,0.999646357,0.002283332,0.849315068,1
2.89727E-3,91.206962675,0.999691676,0.002184056,0.849315068,1
2.91412E-3,91.498374549,0.999705834,0.002084781,0.849315068,1
2.91864E-3,91.790238324,0.99970952,0.001985506,0.849315068,1
2.94875E-3,92.085113354,0.99973293,0.001886231,0.849315068,1
3.04386E-3,92.389499064,0.99979518,0.001786955,0.849315068,1
3.08848E-3,92.698346889,0.999819158,0.00168768,0.849315068,1
3.17752E-3,93.016098884,0.999858942,0.001588405,0.849315068,1
3.27866E-3,93.343965183,0.999893628,0.001489129,0.849315068,1
3.31258E-3,93.675223065,0.999903233,0.001389854,0.849315068,1
3.36078E-3,94.011301385,0.999915411,0.001290579,0.863013699,1
3.5707E-3,94.368371503,0.99995291,0.001191303,0.876712329,1
3.74083E-3,94.742454751,0.999970707,0.001092028,0.890410959,1
3.78182E-3,95.120636312,0.999973873,0.000992753,0.890410959,1
3.80873E-3,95.501508894,0.999975763,0.000893478,0.890410959,1
3.91276E-3,95.892784839,0.999981869,0.000794202,0.890410959,1
3.97346E-3,96.290130816,0.999984694,0.000694927,0.904109589,1
4.03087E-3,96.69321742,0.99998696,0.000595652,0.917808219,1
4.15978E-3,97.109195622,0.9999909,0.000496376,0.931506849,1
4.95364E-3,97.604559547,0.999999007,0.000397101,0.945205479,1
7.07642E-3,98.312201292,0.999999997,0.000297826,0.95890411,1
7.43251E-3,99.055452428,0.999999999,0.000198551,0.97260274,1
9.44548E-3,100,1,0.000099275,0.98630137,1
9.44548E-3,100,1,0,0.98630137,1
