X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
50.12654866,-14.17491019,train,4.263431687727953E-4,54.62497569778222,0.6956691663376631
48.28838218,-13.38315836,train,0.007432511357157148,99.05545306481996,0.9999999990157983
47.50410047,-18.88138505,train,6.414152574120804E-5,11.482387418463215,0.163874275706267
49.58573874,-16.91802256,train,4.3403135895096165E-4,55.34745287043538,0.7021283292342492
46.64001207,-16.29193607,train,1.2179369784076635E-5,2.064738999822234,0.03341352436375766
48.997717,-13.027217,train,5.254254903274695E-4,61.747330263248465,0.7691789826698177
48.909331,-13.366601,train,1.44262446366489E-4,25.004594974066407,0.33138069371476486
49.838825,-15.430692,train,5.827823862285849E-4,65.25187899158136,0.8033161360063268
49.930939,-15.553563,train,4.845078695204814E-4,59.21514158115421,0.7412618806801897
49.4227,-17.2873,train,2.376993709154157E-4,37.116490198767735,0.4848312028475563
49.294729,-12.665566,train,3.6737415708942194E-4,48.305849909735144,0.6412382120227162
49.484246,-14.761728,train,1.0940365131714935E-4,19.16659317028351,0.26307764394772415
47.565098,-18.933871,train,5.488578302479222E-5,10.03328754071663,0.14199870860086772
49.178749,-12.520671,train,0.0015373280329880957,83.27539857278406,0.9862903991585766
49.328672,-12.404406,train,0.0010433843073759407,75.83091216072374,0.945599985451682
48.51563,-13.581828,train,0.0021071120812385397,87.77750644805144,0.9972039477979151
48.424644,-13.627636,train,0.0026677382977103262,90.3618289908667,0.9994149897901133
49.195793,-12.923185,train,6.577259569393411E-4,68.39233213859526,0.8404304169829713
49.68715,-15.123687,train,1.5609871314273163E-4,26.818247669079128,0.35310259607570493
49.29601,-12.351721,train,8.991225639395032E-4,73.58978542300241,0.9186384429280927
47.219727,-19.254952,train,3.459467544235383E-5,6.643613698886464,0.09201798157253993
48.26666,-13.21089,train,0.002215774050488631,88.86067976850357,0.9979352579743359
49.670562,-14.396025,train,2.2346892209070592E-4,35.458162785196855,0.4639634678974366
48.418332,-18.945055,train,3.9479339056512215E-5,7.45147560335593,0.10430967729845786
49.5,-12.833333,train,5.273234100613303E-4,61.91665647070209,0.770398140516434
49.1,-12.925,train,4.8478707737580735E-4,59.258192395779155,0.7414633807023847
49.11247,-13.071839,train,1.1939289757923808E-4,20.898478196754475,0.2833345029904596
48.2667,-13.4,train,0.009445475723716372,99.99999799343591,0.9999999999964213
48.25,-13.9,train,8.138369219081699E-4,71.83404899853124,0.896778379866714
49.737032,-15.438546,train,2.0878392921666082E-4,34.12838793663451,0.44154259284710107
50.119629,-15.908508,train,5.521772835318664E-4,63.406960425201284,0.7857815794107113
49.153637,-18.753891,train,2.985040499133852E-4,41.46627798047486,0.5652247475544331
48.43154,-18.892202,train,3.8339187352512444E-5,7.261043537012627,0.10145558671776334
48.217083,-13.38371,train,0.003912759455303963,95.89278279029811,0.9999818693431443
48.253424,-13.240962,train,0.002711537086447685,90.63240483294355,0.9994822895836104
48.356688,-13.496421,train,0.003973459767583711,96.29012929458851,0.9999846942266469
48.325957,-13.475018,train,0.0040308660370730895,96.69318959553127,0.9999869596626476
49.374103,-12.276186,train,0.0012128429831057364,79.02089919894198,0.9660965054722201
47.86563,-14.437993,train,1.8440850263742433E-4,31.12283046299857,0.4022372490325583
49.247257,-12.441522,train,0.0010399797426383869,75.65078126456149,0.9450807296828434
48.54968,-18.23129,train,1.850849390453103E-5,3.445798989955528,0.05033394998463003
49.799995,-14.467511,train,3.2045631578240743E-4,43.79689416623092,0.5910572872745283
49.959352,-15.731701,train,4.7256161550518656E-4,58.14475691121863,0.7324917335917666
48.18442167,-13.31754167,train,0.0020448927752453956,87.35798474027075,0.996673831142679
49.23010419,-18.62711166,train,2.942914655133241E-4,41.23888940140758,0.5600840197888592
49.4929472,-17.1472598,train,2.673696171149257E-4,39.251492943151064,0.5257641805315089
48.34713317,-13.44413437,train,0.004159782023828939,97.10919688485724,0.9999908995055495
50.13503333,-14.266355,train,3.471821173620276E-4,46.22124529159217,0.6204443741075696
49.23698524,-12.76691134,train,2.946730811305197E-4,41.26468232630135,0.5605522084435476
49.24614548,-12.70500686,train,4.528893941676398E-4,56.59380685424757,0.7173971545015456
49.73905563,-14.44132981,train,2.804027138471979E-4,40.22764812539268,0.5427007399411783
49.6617903,-13.2038932,train,3.9378140112329707E-4,51.08252899126968,0.66672312854116
48.178431,-13.975898,train,6.116294808093392E-4,66.60993214601298,0.8185274041062167
48.33414426,-13.33005253,train,0.0035707011768211535,94.36837409060406,0.9999529099772223
50.04861383,-14.20859167,train,3.714785435063382E-4,48.71094330555979,0.6453235322624769
50.4113009,-15.22656446,train,4.6187226642130944E-4,57.192595077782556,0.7243926179825431
49.48853751,-14.72257986,train,1.198834158855253E-4,20.981765684489094,0.28431473922455974
49.63112721,-14.62897353,train,8.946452736762079E-5,15.816443904766853,0.22091562368316497
49.294283,-12.323135,train,0.0011288619179620342,77.64172877652184,0.957143671405061
48.493652,-13.392292,train,0.0019648803132007054,86.84533728704443,0.9958417984831157
49.24091333,-12.32798833,train,0.0010640567545690466,76.37009763284448,0.948649155301651
49.71909474,-14.46227798,train,1.871023765220112E-4,31.483677047127628,0.40671367174459694
48.2592606,-13.351846,train,0.0049536392517798445,97.60455908011507,0.9999990067751257
49.20260458,-12.47704814,train,0.0022082808444546702,88.63912028158538,0.9978916327343175
48.61454523,-15.77678424,train,1.205375188200937E-5,2.0359408156224306,0.03307466102982626
48.15092322,-19.0256944,train,2.125245799194743E-5,4.009969227046017,0.05757737561071652
48.241949,-13.387468,train,0.007076417444942013,98.31220044025574,0.9999999973416739
48.29452515,-13.3560276,train,0.003360783202872913,94.01130683302881,0.9999154111519649
49.21186,-18.60487,train,2.2698863468829141E-4,35.75323945193193,0.4692022086746368
49.76282167,-15.49916,train,5.810272838733148E-4,65.17361703696709,0.8023505493221755
48.3415947,-13.3899889,train,0.003312578822167634,93.67521156245711,0.9999032327348303
49.08464954,-12.46123787,train,4.747571620275289E-4,58.28121037249225,0.7341255619597487
49.1572094,-12.76901341,train,4.952393330880129E-4,60.039846916888536,0.748894778952188
49.733333,-14.566666,test,2.449370473282964E-4,37.65759502830482,0.4951309580328255
49.1423666,-12.5997891,test,0.0014325852510759212,81.53823112766943,0.9816365231276426
50.233333,-15.308333,test,3.89173750604129E-4,50.58756425124037,0.6624105626006167
49.37648853,-18.16004771,test,1.1942268127682012E-4,20.903535315551593,0.2833940600540339
49.474411,-12.530806,test,5.271700914325932E-4,61.896085245491015,0.7702998934839079
49.48523751,-17.79294951,test,2.2623443399991285E-4,35.69102852317528,0.4680839833971485
49.31710434,-12.91144753,test,7.29938905448266E-4,70.77140621245643,0.8695510674887559
48.470552,-13.641798,test,0.002444470354110375,89.62814902002873,0.9989092492865895
48.460929,-18.828976,test,5.176093213299148E-5,9.50484666447438,0.1344847600253548
50.26031,-14.937735,test,3.558798131941285E-4,47.31538189145562,0.6295451091486208
49.05,-13.2,test,2.8866996837590043E-4,40.861785696565754,0.5531291574533235
49.97903889,-15.61032222,test,5.372812628594543E-4,62.461502533383566,0.7766899808169889
49.13313695,-12.92088338,test,9.482485282207791E-4,74.35227810107625,0.9290606679114215
49.12694335,-12.95570924,test,0.0010487824212006872,76.06167529083466,0.9464132476446765
47.95532227,-14.18717472,test,5.115812169930436E-4,60.983500213329776,0.7600878674283462
49.73180294,-16.16561417,test,2.6947166804895174E-4,39.35278853101396,0.5285376332323053
49.142367,-12.895543,test,9.292777757637459E-4,74.03914214035761,0.9252043466909199
49.7115614,-16.4923732,test,5.651008950946486E-4,64.0031852011493,0.7933689249864044
50.00766447,-15.66118778,test,5.100641992523322E-4,60.84937379348144,0.7590701702047513
49.128281,-12.818478,test,3.8630747525068626E-4,50.16679621634629,0.6596997415812429
48.19183333,-13.25276667,test,0.0024768580412148846,89.6969076938166,0.9990035001422521
50.106616,-15.661378,test,4.135455927194505E-4,53.27461818852645,0.6846052932556372
49.3666667,-12.3666667,test,0.0013401004846473254,80.50976610009297,0.9762299320284971
49.06457627,-18.81805941,test,4.970365220940796E-4,60.09265784068957,0.7501508587293466
49.33588791,-12.31599712,test,0.0011698967084573589,78.02419446235267,0.9617802442186981
49.36470333,-18.20176333,test,1.3970156750438712E-4,24.3109207836661,0.3228172175830766
48.366666,-13.766666,test,0.001358347203089267,80.75513124370828,0.9774098787148169
49.4,-16.908333,test,1.50628981974666E-4,25.8139175302137,0.3431536746329442
47.97529,-19.73225,test,2.246750670691961E-5,4.243690156097383,0.060767147313798286
49.292908,-12.482437,test,6.96200939882621E-4,69.5428176311306,0.8566739613371759
46.869107,-18.766947,test,2.0688398841713432E-5,3.8892932386141057,0.05609291601489663
49.153661,-18.634308,test,1.7869127597754217E-4,30.2572092565492,0.392624685533875
49.40249195,-17.38308759,test,1.7777241044313874E-4,30.136159029733683,0.3910654124433204
50.27248003,-14.90046113,test,3.879401969837073E-4,50.40990587132641,0.6612465686147462
49.221388,-12.423308,test,0.0014118715323920652,81.25177345701617,0.9805438748956575
49.14379,-12.62718,test,9.180786763047343E-4,73.88909861703945,0.9228301372406695
49.511835,-17.685527,test,1.5436539371113293E-4,26.491662577360437,0.3499662722878186
49.864258,-16.918934,test,0.001045957430376141,75.94581141999286,0.9459891718190858
48.25926047,-13.31400064,test,0.002426416487792708,89.58982087696805,0.9988528937042619
49.150683,-13.0466,test,1.90358949542252E-4,31.97910388010963,0.41208040076819397
49.288094,-18.216394,test,1.556115449826773E-4,26.71181045583843,0.3522226303984193
50.003368,-13.370283,test,8.405551666669536E-5,14.833144090771388,0.2090677596092526
49.76734372,-14.44175975,test,2.674802791865219E-4,39.259634831858754,0.5259105944328227
48.35819685,-13.54037069,test,0.0027480019933840316,90.70845208405338,0.99953237496414
49.96513367,-15.70211027,test,4.909241225573153E-4,59.70668618508062,0.7458529750528003
48.19586,-13.35311,test,0.0022671461888203507,88.95026581989552,0.9982109945338267
49.40668515,-18.13636496,test,1.3186511310688746E-4,23.010027088802868,0.3078466386299926
48.452222,-13.678611,test,0.0020717045239799854,87.48814084783524,0.9969135936813338
48.231634,-13.35114,test,0.001972268188934093,86.90105320067607,0.9959266408166482
50.44626245,-15.19963483,test,4.6643626564187235E-4,57.63375825458012,0.7278802460760863
50.000238,-15.763644,test,4.6980394820809627E-4,57.9293434764128,0.7304253674933692
49.065119,-12.917965,test,2.1409015617026317E-4,34.52326724126334,0.4497502828166793
49.200683,-12.50272,test,0.002664968327044143,90.34471728290075,0.9994104506428562
49.487693,-12.637935,test,5.982471082060339E-4,65.78168785749928,0.8116228732824995
49.76030605,-16.16679831,test,2.8675551815888546E-4,40.73608044555133,0.5507356057293713
49.69005277,-13.17364912,test,1.882170344397727E-4,31.64229796648671,0.4085560845695393
48.192367,-14.0026,test,5.487946260935313E-4,63.14852059171988,0.7837500540194547
49.903852,-16.924781,test,9.844713999662411E-4,74.78944545497673,0.9358803340263476
49.36227,-12.581305,test,4.965940612878817E-4,60.07965600068154,0.7498422011106692
48.151664,-13.303772,test,0.0023707944772033496,89.1882605903067,0.9986602989367288
49.177035,-12.874455,test,0.0010799817574574959,76.59886886932985,0.9508810303830273
49.1614151,-12.54705686,test,0.001874572272239547,85.87085627019404,0.9946501299908946
50.04140925,-15.71928875,test,5.390678578564414E-4,62.55193460977366,0.7778004549932358
47.949772,-18.93162,test,3.160342685721172E-5,6.035921702047328,0.08440771857463225
49.36487696,-18.07900106,test,1.6208797328386105E-4,27.750120721763448,0.3638237339153201
49.343677,-12.247743,test,0.0012927269001763676,80.03728211995706,0.9728706743214006
49.47489,-12.722746,test,7.093145825778197E-4,69.91494766983583,0.8618236758630963
48.89305,-17.41558,test,2.2530970008042117E-5,4.255340549187394,0.060933455525767344
48.35854824,-14.02064112,test,3.602430743484882E-4,47.60739915063539,0.6340280362616217
50.020455,-15.789352,test,4.877131106026513E-4,59.51484155304918,0.7435656377446725
49.171666,-12.486666,test,0.0022947438402855353,88.99839238621621,0.9983435890377373
47.0,-20.0,test,1.0481880635891131E-5,1.6873719181999511,0.028824367830466047
